ID,ACTIVITY_DATE,TOTAL_STEPS,TOTAL_DISTANCE,MEAN_DAILY_MET,MAX_DAILY_MET,CALORIES,VERY_ACTIVE_DISTANCE,MODERATE_ACTIVE_DISTANCE,LIGHT_ACTIVE_DIST,SEDENTARY_ACTIVE_DIST,VERY_ACTIVE_MINUTES,FAIRLY_ACTIVE_MINUTES,LIGHT_ACTIVE_MINUTES,SEDENTARY_ACTIVE_MINUTES
1503960366,04/12/2016,13162,8.5,17.53,99.00,1985,1.8799999952,0.5500000119,6.0599999428,0,25,13,328,728
1503960366,04/13/2016,10735,6.9699997902,15.87,111.00,1797,1.5700000525,0.6899999976,4.7100000381,0,21,19,217,776
1503960366,04/14/2016,10460,6.7399997711,15.69,97.00,1776,2.4400000572,0.400000006,3.9100000858,0,30,11,181,1218
1503960366,04/15/2016,9762,6.2800002098,15.41,97.00,1745,2.1400001049,1.2599999905,2.8299999237,0,29,34,209,726
1503960366,04/16/2016,12669,8.1599998474,16.45,103.00,1863,2.7100000381,0.4099999964,5.0399999619,0,36,10,221,773
1503960366,04/17/2016,9705,6.4800000191,15.26,95.00,1728,3.1900000572,0.7799999714,2.5099999905,0,38,20,164,539
1503960366,04/18/2016,13019,8.5900001526,16.97,107.00,1921,3.25,0.6399999857,4.7100000381,0,42,16,233,1149
1503960366,04/19/2016,15506,9.8800001144,17.97,109.00,2035,3.5299999714,1.3200000525,5.0300002098,0,50,31,264,775
1503960366,04/20/2016,10544,6.6799998283,15.78,84.00,1786,1.9600000381,0.4799999893,4.2399997711,0,28,12,205,818
1503960366,04/21/2016,9819,6.3400001526,15.68,103.00,1775,1.3400000334,0.349999994,4.6500000954,0,19,8,211,838
1503960366,04/22/2016,12764,8.1300001144,16.14,93.00,1827,4.7600002289,1.1200000048,2.2400000095,0,66,27,130,1217
1503960366,04/23/2016,14371,9.0399999619,17.21,80.00,1949,2.8099999428,0.8700000048,5.3600001335,0,41,21,262,732
1503960366,04/24/2016,10039,6.4099998474,15.80,93.00,1788,2.9200000763,0.2099999934,3.2799999714,0,39,5,238,709
1503960366,04/25/2016,15355,9.8000001907,17.78,95.00,2013,5.2899999619,0.5699999928,3.9400000572,0,73,14,216,814
1503960366,04/26/2016,13755,8.7899999619,17.40,93.00,1970,2.3299999237,0.9200000167,5.5399999619,0,31,23,279,833
1503960366,04/27/2016,18134,12.210000038,19.06,97.00,2159,6.4000000954,0.4099999964,5.4099998474,0,78,11,243,1108
1503960366,04/28/2016,13154,8.529999733,16.76,103.00,1898,3.5399999619,1.1599999666,3.7899999619,0,48,28,189,782
1503960366,04/29/2016,11181,7.1500000954,16.23,99.00,1837,1.0599999428,0.5,5.5799999237,0,16,12,243,815
1503960366,04/30/2016,14673,9.25,17.20,88.00,1947,3.5599999428,1.4199999571,4.2699999809,0,52,34,217,712
1503960366,05/01/2016,10602,6.8099999428,16.17,95.00,1820,2.2899999619,1.6000000238,2.9200000763,0,33,35,246,730
1503960366,05/02/2016,14727,9.7100000381,17.82,105.00,2004,3.2100000381,0.5699999928,5.9200000763,0,41,15,277,798
1503960366,05/03/2016,15103,9.6599998474,17.69,93.00,1990,3.7300000191,1.0499999523,4.8800001144,0,50,24,254,816
1503960366,05/04/2016,11100,7.1500000954,16.17,101.00,1819,2.4600000381,0.8700000048,3.8199999332,0,36,22,203,1179
1503960366,05/05/2016,14070,8.8999996185,17.42,105.00,1959,2.9200000763,1.0800000429,4.8800001144,0,45,24,250,857
1503960366,05/06/2016,12159,8.029999733,16.86,107.00,1896,1.9700000286,0.25,5.8099999428,0,24,6,289,754
1503960366,05/07/2016,11992,7.7100000381,16.19,99.00,1821,2.4600000381,2.1199998856,3.1300001144,0,37,46,175,833
1503960366,05/08/2016,10060,6.5799999237,15.47,97.00,1740,3.5299999714,0.3199999928,2.7300000191,0,44,8,203,574
1503960366,05/09/2016,12022,7.7199997902,16.17,93.00,1819,3.4500000477,0.5299999714,3.7400000095,0,46,11,206,835
1503960366,05/10/2016,12207,7.7699999809,16.53,93.00,1859,3.3499999046,1.1599999666,3.2599999905,0,46,31,214,746
1503960366,05/11/2016,12770,8.1300001144,17.50,101.00,1783,2.5599999428,1.0099999905,4.5500001907,0,36,23,251,669
1503960366,05/12/2016,0,0,,,0,0,0,0,0,0,0,0,1440
1624580081,04/12/2016,8163,5.3099999428,11.97,72.00,1432,0,0,5.3099999428,0,0,0,146,1294
1624580081,04/13/2016,7007,4.5500001907,11.80,82.00,1411,0,0,4.5500001907,0,0,0,148,1292
1624580081,04/14/2016,9107,5.9200000763,13.14,74.00,1572,0,0,5.9099998474,0.0099999998,0,0,236,1204
1624580081,04/15/2016,1510,0.9800000191,11.23,66.00,1344,0,0,0.9700000286,0,0,0,96,1344
1624580081,04/16/2016,5370,3.4900000095,12.23,72.00,1463,0,0,3.4900000095,0,0,0,176,1264
1624580081,04/17/2016,6175,4.0599999428,12.99,86.00,1554,1.0299999714,1.5199999809,1.4900000095,0.0099999998,15,22,127,1276
1624580081,04/18/2016,10536,7.4099998474,13.41,79.00,1604,2.1500000954,0.6200000048,4.6199998856,0.0099999998,17,7,202,1214
1624580081,04/19/2016,2916,1.8999999762,12.00,84.00,1435,0,0,1.8999999762,0,0,0,141,1299
1624580081,04/20/2016,4974,3.2300000191,12.08,104.00,1446,0,0,3.2300000191,0,0,0,151,1289
1624580081,04/21/2016,6349,4.1300001144,12.26,102.00,1467,0,0,4.1100001335,0.0199999996,0,0,186,1254
1624580081,04/22/2016,4026,2.6199998856,12.29,66.00,1470,0,0,2.5999999046,0,0,0,199,1241
1624580081,04/23/2016,8538,5.5500001907,13.06,84.00,1562,0,0,5.5399999619,0.0099999998,0,0,227,1213
1624580081,04/24/2016,6076,3.9500000477,13.51,88.00,1617,1.1499999762,0.9100000262,1.8899999857,0,16,18,185,1221
1624580081,04/25/2016,6497,4.2199997902,12.47,54.00,1492,0,0,4.1999998093,0.0199999996,0,0,202,1238
1624580081,04/26/2016,2826,1.8400000334,11.72,50.00,1402,0,0,1.8300000429,0.0099999998,0,0,140,1300
1624580081,04/27/2016,8367,5.4400000572,13.96,74.00,1670,1.1100000143,1.8700000048,2.4600000381,0,17,36,154,1233
1624580081,04/28/2016,2759,1.7899999619,11.72,84.00,1401,0,0.200000003,1.6000000238,0,0,5,115,1320
1624580081,04/29/2016,2390,1.5499999523,11.74,52.00,1404,0,0,1.5499999523,0,0,0,150,1290
1624580081,04/30/2016,6474,4.3000001907,13.83,87.00,1655,0.8999999762,1.2799999714,2.1199998856,0.0099999998,11,23,224,1182
1624580081,05/01/2016,36019,28.030000687,22.49,107.00,2690,21.920000076,4.1900000572,1.9099999666,0.0199999996,186,63,171,1020
1624580081,05/02/2016,7155,4.9299998283,12.51,87.00,1497,0.8600000143,0.5899999738,3.4700000286,0,7,6,166,1261
1624580081,05/03/2016,2100,1.3700000048,11.15,42.00,1334,0,0,1.3400000334,0.0199999996,0,0,96,1344
1624580081,05/04/2016,2193,1.4299999475,11.44,54.00,1368,0,0,1.4199999571,0,0,0,118,1322
1624580081,05/05/2016,2470,1.6100000143,11.46,60.00,1370,0,0,1.5800000429,0.0199999996,0,0,117,1323
1624580081,05/06/2016,1727,1.1200000048,11.21,52.00,1341,0,0,1.1200000048,0.0099999998,0,0,102,1338
1624580081,05/07/2016,2104,1.3700000048,12.32,72.00,1474,0,0,1.3700000048,0,0,0,182,1258
1624580081,05/08/2016,3427,2.2300000191,11.93,48.00,1427,0,0,2.2200000286,0,0,0,152,1288
1624580081,05/09/2016,1732,1.1299999952,11.10,42.00,1328,0,0,1.1299999952,0,0,0,91,1349
1624580081,05/10/2016,2969,1.9299999475,11.64,44.00,1393,0,0,1.9199999571,0.0099999998,0,0,139,1301
1624580081,05/11/2016,3134,2.0399999619,11.36,42.00,1359,0,0,2.0399999619,0,0,0,112,1328
1624580081,05/12/2016,2971,1.9299999475,12.01,56.00,1002,0,0,1.9199999571,0.0099999998,0,0,107,890
1644430081,04/12/2016,10694,7.7699999809,15.81,76.00,3199,0.1400000006,2.2999999523,5.3299999237,0,2,51,256,1131
1644430081,04/13/2016,8001,5.8200001717,14.34,82.00,2902,2.2799999714,0.8999999762,2.6400001049,0,30,16,135,1259
1644430081,04/14/2016,11037,8.0200004578,15.94,76.00,3226,0.3600000143,2.5599999428,5.0999999046,0,5,58,252,1125
1644430081,04/15/2016,5263,3.8299999237,13.59,80.00,2750,0.2199999988,0.150000006,3.4500000477,0,3,4,170,1263
1644430081,04/16/2016,15300,11.119999886,17.26,80.00,3493,4.0999999046,1.8799999952,5.0900001526,0,51,42,212,1135
1644430081,04/17/2016,8757,6.3699998856,14.88,78.00,3011,2.25,0.5699999928,3.5499999523,0,29,13,186,1212
1644430081,04/18/2016,7132,5.1900000572,13.87,76.00,2806,1.0700000525,1.6699999571,2.4500000477,0,15,33,121,1271
1644430081,04/19/2016,11256,8.1800003052,16.08,78.00,3300,0.3600000143,2.5299999714,5.3000001907,0,5,58,278,1099
1644430081,04/20/2016,2436,1.7699999809,12.01,70.00,2430,0,0,1.7599999905,0.0099999998,0,0,125,1315
1644430081,04/21/2016,1223,0.8899999857,10.58,72.00,2140,0,0,0.8799999952,0.0099999998,0,0,38,1402
1644430081,04/22/2016,3673,2.6700000763,11.58,78.00,2344,0,0,2.6600000858,0.0099999998,0,0,86,1354
1644430081,04/23/2016,6637,4.8299999237,13.23,66.00,2677,0,0.5799999833,4.25,0,0,15,160,1265
1644430081,04/24/2016,3321,2.4100000858,11.93,78.00,2413,0,0,2.4100000858,0,0,0,89,1351
1644430081,04/25/2016,3580,2.5999999046,12.34,78.00,2497,0.5899999738,0.0599999987,1.9500000477,0,8,1,94,1337
1644430081,04/26/2016,9919,7.2100000381,15.43,72.00,3123,0.8000000119,1.7200000286,4.6900000572,0,11,41,223,1165
1644430081,04/27/2016,3032,2.2000000477,12.30,76.00,2489,0,0,2.2000000477,0,0,0,118,1322
1644430081,04/28/2016,9405,6.8400001526,15.36,72.00,3108,0.200000003,2.3199999332,4.3099999428,0,3,53,227,1157
1644430081,04/29/2016,3176,2.3099999428,12.34,72.00,2498,0,0,2.3099999428,0,0,0,120,1193
1644430081,04/30/2016,18213,13.239999771,19.01,74.00,3846,0.6299999952,3.1400001049,9.4600000381,0,9,71,402,816
1644430081,05/01/2016,6132,4.4600000381,13.32,76.00,2696,0.2399999946,0.9900000095,3.2300000191,0,3,24,146,908
1644430081,05/02/2016,3758,2.7300000191,12.53,76.00,2580,0.0700000003,0.3100000024,2.3499999046,0,1,7,148,682
1644430081,05/03/2016,12850,9.3400001526,16.41,78.00,3324,0.7200000286,4.0900001526,4.5399999619,0,10,94,221,1115
1644430081,05/04/2016,2309,1.6799999475,10.98,78.00,2222,0,0,1.6599999666,0.0199999996,0,0,52,1388
1644430081,05/05/2016,4363,3.1900000572,12.18,81.00,2463,0.5199999809,0.5400000215,2.1300001144,0.0099999998,6,12,81,1341
1644430081,05/06/2016,9787,7.1199998856,16.72,78.00,3328,0.8199999928,0.2700000107,6.0100002289,0.0199999996,11,6,369,1054
1644430081,05/07/2016,13372,9.720000267,16.82,80.00,3404,3.2599999905,0.7900000215,5.6700000763,0.0099999998,41,17,243,1139
1644430081,05/08/2016,6724,4.8899998665,14.77,80.00,2987,0,0,4.8800001144,0,0,0,295,991
1644430081,05/09/2016,6643,4.8299999237,14.87,78.00,3008,2.3900001049,0.349999994,2.0899999142,0.0099999998,32,6,303,1099
1644430081,05/10/2016,9167,6.6599998474,13.84,84.00,2799,0.8799999952,0.8100000024,4.9699997902,0.0099999998,12,19,155,1254
1644430081,05/11/2016,1329,0.9700000286,11.65,72.00,1276,0,0,0.9499999881,0.0099999998,0,0,49,713
1844505072,04/12/2016,6697,4.4299998283,15.07,66.00,2030,0,0,4.4299998283,0,0,0,339,1101
1844505072,04/13/2016,4929,3.2599999905,13.81,48.00,1860,0,0,3.2599999905,0,0,0,248,1192
1844505072,04/14/2016,7937,5.25,15.81,74.00,2130,0,0,5.2300000191,0,0,0,373,843
1844505072,04/15/2016,3844,2.5399999619,12.81,70.00,1725,0,0,2.5399999619,0,0,0,176,527
1844505072,04/16/2016,3414,2.2599999905,12.30,56.00,1657,0,0,2.2599999905,0,0,0,147,1293
1844505072,04/17/2016,4525,2.9900000095,13.31,74.00,1793,0.1400000006,0.2599999905,2.5899999142,0,2,8,199,1231
1844505072,04/18/2016,4597,3.0399999619,13.46,56.00,1814,0,0.4799999893,2.5599999428,0,0,12,217,1211
1844505072,04/19/2016,197,0.1299999952,10.14,36.00,1366,0,0,0.1299999952,0,0,0,10,1430
1844505072,04/20/2016,8,0.0099999998,10.02,26.00,1349,0,0,0.0099999998,0,0,0,1,1439
1844505072,04/21/2016,8054,5.3200001717,15.31,68.00,2062,0.1199999973,0.5199999809,4.6799998283,0,2,13,308,1117
1844505072,04/22/2016,5372,3.5499999523,13.57,64.00,1827,0,0,3.5499999523,0,0,0,220,1220
1844505072,04/23/2016,3570,2.3599998951,12.21,54.00,1645,0,0,2.3599998951,0,0,0,139,1301
1844505072,04/24/2016,0,0,10.00,10.00,1347,0,0,0,0,0,0,0,1440
1844505072,04/25/2016,0,0,10.00,10.00,1347,0,0,0,0,0,0,0,1440
1844505072,04/26/2016,0,0,10.00,10.00,1347,0,0,0,0,0,0,0,1440
1844505072,04/27/2016,4,0,10.01,24.00,1348,0,0,0,0,0,0,1,1439
1844505072,04/28/2016,6907,4.5700001717,14.79,68.00,1992,0,0,4.5599999428,0,0,0,302,1138
1844505072,04/29/2016,4920,3.25,13.78,56.00,1856,0,0,3.25,0,0,0,247,1082
1844505072,04/30/2016,4014,2.6700000763,13.09,62.00,1763,0,0,2.6500000954,0,0,0,184,218
1844505072,05/01/2016,2573,1.7000000477,11.44,68.00,1541,0,0.2599999905,1.4500000477,0,0,7,75,585
1844505072,05/02/2016,0,0,10.01,12.00,1348,0,0,0,0,0,0,0,1440
1844505072,05/03/2016,4059,2.6800000668,12.93,58.00,1742,0,0,2.6800000668,0,0,0,184,1256
1844505072,05/04/2016,2080,1.3700000048,11.50,62.00,1549,0,0,1.3700000048,0,0,0,87,1353
1844505072,05/05/2016,2237,1.4800000191,11.80,40.00,1589,0,0,1.4800000191,0,0,0,120,1320
1844505072,05/06/2016,44,0.0299999993,10.03,34.00,1351,0,0,0.0299999993,0,0,0,2,1438
1844505072,05/07/2016,0,0,10.00,12.00,1347,0,0,0,0,0,0,0,1440
1844505072,05/08/2016,0,0,10.00,12.00,1347,0,0,0,0,0,0,0,1440
1844505072,05/09/2016,0,0,10.00,10.00,1347,0,0,0,0,0,0,0,1440
1844505072,05/10/2016,0,0,10.00,10.00,1347,0,0,0,0,0,0,0,1440
1844505072,05/11/2016,0,0,10.00,10.00,1347,0,0,0,0,0,0,0,1440
1844505072,05/12/2016,0,0,10.00,10.00,665,0,0,0,0,0,0,0,711
1927972279,04/12/2016,678,0.4699999988,10.83,32.00,2220,0,0,0.4699999988,0,0,0,55,734
1927972279,04/13/2016,356,0.25,10.43,38.00,2151,0,0,0.25,0,0,0,32,986
1927972279,04/14/2016,2163,1.5,11.55,56.00,2383,0,0.400000006,1.1000000238,0,0,9,88,1292
1927972279,04/15/2016,980,0.6800000072,10.77,50.00,2221,0,0,0.6800000072,0,0,0,51,941
1927972279,04/16/2016,0,0,10.00,10.00,2064,0,0,0,0,0,0,0,1440
1927972279,04/17/2016,0,0,10.00,11.00,2063,0,0,0,0,0,0,0,1440
1927972279,04/18/2016,244,0.1700000018,10.23,34.00,2111,0,0,0.1700000018,0,0,0,17,1423
1927972279,04/19/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,04/20/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,04/21/2016,0,0,10.00,12.00,2064,0,0,0,0,0,0,0,1440
1927972279,04/22/2016,149,0.1000000015,10.15,36.00,2093,0,0,0.1000000015,0,0,0,10,1430
1927972279,04/23/2016,2945,2.0399999619,12.11,50.00,2499,0,0,2.0399999619,0,0,0,145,1295
1927972279,04/24/2016,2090,1.4500000477,11.27,64.00,2324,0.0700000003,0.2399999946,1.1399999857,0,1,6,75,1358
1927972279,04/25/2016,152,0.1099999994,10.17,38.00,2100,0,0,0.1099999994,0,0,0,12,1303
1927972279,04/26/2016,3761,2.5999999046,12.79,58.00,2638,0,0,2.5999999046,0,0,0,192,1058
1927972279,04/27/2016,0,0,10.00,11.00,2063,0,0,0,0,0,0,0,1440
1927972279,04/28/2016,1675,1.1599999666,11.40,40.00,2351,0,0,1.1599999666,0,0,0,95,1167
1927972279,04/29/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,04/30/2016,0,0,10.00,10.00,2064,0,0,0,0,0,0,0,1440
1927972279,05/01/2016,2704,1.8700000048,11.69,74.00,2411,1.0099999905,0.0299999993,0.8299999833,0,14,1,70,1355
1927972279,05/02/2016,3790,2.6199998856,12.14,76.00,2505,1.1599999666,0.3000000119,1.1599999666,0,16,8,94,1322
1927972279,05/03/2016,1326,0.9200000167,10.64,74.00,2195,0.7300000191,0,0.1800000072,0,10,0,17,1413
1927972279,05/04/2016,1786,1.2400000095,11.34,52.00,2338,0,0,1.2400000095,0,0,0,87,1353
1927972279,05/05/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,05/06/2016,2091,1.4500000477,11.55,44.00,2383,0,0,1.4500000477,0,0,0,108,1332
1927972279,05/07/2016,1510,1.0399999619,10.81,62.00,2229,0,0,1.0399999619,0,0,0,48,1392
1927972279,05/08/2016,0,0,10.00,11.00,2063,0,0,0,0,0,0,0,1440
1927972279,05/09/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,05/10/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,05/11/2016,0,0,10.00,10.00,2063,0,0,0,0,0,0,0,1440
1927972279,05/12/2016,0,0,10.00,10.00,1383,0,0,0,0,0,0,0,966
2022484408,04/12/2016,11875,8.3400001526,16.00,82.00,2390,3.3099999428,0.7699999809,4.2600002289,0,42,14,227,1157
2022484408,04/13/2016,12024,8.5,17.41,104.00,2601,2.9900000095,0.1000000015,5.4099998474,0,43,5,292,1100
2022484408,04/14/2016,10690,7.5,15.48,68.00,2312,2.4800000191,0.2099999934,4.8200001717,0,32,3,257,1148
2022484408,04/15/2016,11034,8.029999733,16.90,126.00,2525,1.9400000572,0.3100000024,5.7800002098,0,27,9,282,1122
2022484408,04/16/2016,10100,7.0900001526,14.57,86.00,2177,3.1500000954,0.5500000119,3.3900001049,0,41,11,151,1237
2022484408,04/17/2016,15112,11.399999619,18.62,117.00,2782,3.8699998856,0.6600000262,6.8800001144,0,28,29,331,1052
2022484408,04/18/2016,14131,10.069999695,18.54,105.00,2770,3.6400001049,0.1199999973,6.3000001907,0,48,3,311,1078
2022484408,04/19/2016,11548,8.529999733,16.65,117.00,2489,3.2899999619,0.2399999946,5,0,31,7,250,1152
2022484408,04/20/2016,15112,10.670000076,19.39,114.00,2897,3.3399999142,1.9299999475,5.4000000954,0,48,63,276,1053
2022484408,04/21/2016,12453,8.7399997711,21.14,146.00,3158,3.3299999237,1.1100000143,4.3099999428,0,104,53,255,1028
2022484408,04/22/2016,12954,9.3299999237,17.66,97.00,2638,4.4299998283,0.4199999869,4.4699997902,0,52,10,273,1105
2022484408,04/23/2016,6001,4.2100000381,13.85,62.00,2069,0,0,4.2100000381,0,0,0,249,1191
2022484408,04/24/2016,13481,10.279999733,16.93,121.00,2529,4.5500001907,1.1499999762,4.5799999237,0,37,26,216,1161
2022484408,04/25/2016,11369,8.0100002289,16.53,108.00,2470,3.3299999237,0.2199999988,4.4600000381,0,44,8,217,1171
2022484408,04/26/2016,10119,7.1900000572,18.69,109.00,2793,1.4299999475,0.6600000262,5.1100001335,0,55,24,275,1086
2022484408,04/27/2016,10159,7.1300001144,16.48,82.00,2463,1.0399999619,0.9700000286,5.1199998856,0,19,20,282,1119
2022484408,04/28/2016,10140,7.1199998856,15.37,62.00,2296,0.4099999964,1.3300000429,5.3899998665,0,6,20,291,1123
2022484408,04/29/2016,10245,7.1900000572,17.48,78.00,2611,0.4799999893,1.2100000381,5.5,0,21,40,281,1098
2022484408,04/30/2016,18387,12.909999847,18.28,68.00,2732,0.9399999976,1.3999999762,10.569999695,0,13,23,361,1043
2022484408,05/01/2016,10538,7.4000000954,15.93,72.00,2380,1.9400000572,0.9599999785,4.5,0,25,28,245,1142
2022484408,05/02/2016,10379,7.2899999619,16.56,86.00,2473,2.6099998951,0.3400000036,4.3299999237,0,36,8,277,1119
2022484408,05/03/2016,12183,8.7399997711,18.42,97.00,2752,3.9900000095,0.4600000083,4.2800002098,0,72,14,250,1104
2022484408,05/04/2016,11768,8.2899999619,17.73,106.00,2649,2.5099999905,0.9300000072,4.8499999046,0,36,27,272,1105
2022484408,05/05/2016,11895,8.3500003815,17.46,102.00,2609,2.7899999619,0.8600000143,4.6999998093,0,55,20,253,1112
2022484408,05/06/2016,10227,7.1799998283,16.72,66.00,2498,1.8700000048,0.6700000167,4.6399998665,0,24,17,295,1104
2022484408,05/07/2016,6708,4.7100000381,13.36,78.00,1995,1.6100000143,0.0799999982,3.0199999809,0,20,2,149,1269
2022484408,05/08/2016,3292,2.3099999428,12.36,62.00,1848,0,0,2.3099999428,0,0,0,135,1305
2022484408,05/09/2016,13379,9.3900003433,18.13,74.00,2709,2.1199998856,1.6299999952,5.6399998665,0,35,47,297,1061
2022484408,05/10/2016,12798,8.9799995422,18.72,112.00,2797,2.2200000286,1.2100000381,5.5599999428,0,57,28,271,1084
2022484408,05/11/2016,13272,9.3199996948,17.03,90.00,2544,4.1799998283,1.1499999762,3.9900000095,0,58,25,224,1133
2022484408,05/12/2016,9117,6.4099998474,17.38,97.00,1853,1.2799999714,0.6700000167,4.4400000572,0,16,16,236,728
2026352035,04/12/2016,4414,2.7400000095,13.08,70.00,1459,0.1899999976,0.349999994,2.2000000477,0,3,8,181,706
2026352035,04/13/2016,4993,3.0999999046,13.64,76.00,1521,0,0,3.0999999046,0,0,0,238,663
2026352035,04/14/2016,3335,2.0699999332,12.82,50.00,1431,0,0,2.0499999523,0,0,0,197,653
2026352035,04/15/2016,3821,2.3699998856,12.95,68.00,1444,0,0,2.3699998856,0,0,0,188,687
2026352035,04/16/2016,2547,1.5800000429,12.31,58.00,1373,0,0,1.5800000429,0,0,0,150,728
